City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Accident ID,State Name
"Unknown",2021,"January","Wednesday",1899-12-30 15:27:00.000,"Fatal",1,"Cycle",10,5,"Hazy","State Highway","Dry","Dark","None",67,45,"Male","None","Yes","Intersection",311,"Mizoram"
"Unknown",2020,"March","Wednesday",1899-12-30 08:29:00.000,"Fatal",3,"Cycle",6,1,"Clear","State Highway","Under Construction","Dusk","Police Checkpost",41,24,"Female","None","No","Bridge",314,"Telangana"
"Unknown",2018,"July","Thursday",1899-12-30 12:28:00.000,"Fatal",5,"Auto-Rickshaw",1,0,"Foggy","National Highway","Damaged","Dawn","None",38,49,"Female","None","No","Intersection",322,"Tripura"
"Unknown",2021,"February","Wednesday",1899-12-30 23:09:00.000,"Fatal",3,"Auto-Rickshaw",9,1,"Rainy","National Highway","Damaged","Dawn","Signs",49,36,"Male","None","No","Bridge",339,"Manipur"
"Unknown",2021,"August","Sunday",1899-12-30 07:34:00.000,"Fatal",5,"Bus",3,3,"Hazy","Urban Road","Wet","Dawn","None",32,60,"Female","None","Yes","Intersection",349,"Assam"
"Unknown",2020,"May","Saturday",1899-12-30 20:02:00.000,"Fatal",4,"Cycle",7,2,"Clear","State Highway","Wet","Dawn","Signs",75,55,"Female","None","Yes","Bridge",372,"Assam"
"Unknown",2022,"September","Tuesday",1899-12-30 14:23:00.000,"Fatal",3,"Bus",8,2,"Clear","Urban Road","Damaged","Daylight","Signs",101,24,"Female","None","Yes","Intersection",412,"Tripura"
"Unknown",2022,"April","Thursday",1899-12-30 05:46:00.000,"Fatal",4,"Cycle",4,5,"Hazy","State Highway","Dry","Dawn","None",32,61,"Male","None","Yes","Intersection",414,"Mizoram"
"Unknown",2021,"March","Monday",1899-12-30 17:14:00.000,"Fatal",2,"Cycle",8,4,"Rainy","National Highway","Damaged","Daylight","None",107,70,"Male","None","No","Intersection",418,"Bihar"
"Unknown",2021,"September","Sunday",1899-12-30 20:49:00.000,"Fatal",2,"Bus",3,3,"Clear","State Highway","Under Construction","Dusk","Signs",62,70,"Female","None","No","Intersection",420,"Jharkhand"
"Unknown",2023,"May","Wednesday",1899-12-30 06:59:00.000,"Fatal",2,"Auto-Rickshaw",2,4,"Clear","National Highway","Damaged","Daylight","None",34,23,"Male","None","No","Curve",443,"Haryana"
"Unknown",2021,"June","Wednesday",1899-12-30 10:18:00.000,"Fatal",2,"Car",7,4,"Hazy","State Highway","Dry","Dark","Signals",37,61,"Female","None","No","Straight Road",446,"Sikkim"
"Unknown",2018,"September","Monday",1899-12-30 14:15:00.000,"Fatal",2,"Cycle",7,1,"Foggy","Urban Road","Wet","Dusk","Police Checkpost",118,55,"Male","None","Yes","Bridge",454,"Assam"
"Unknown",2022,"November","Tuesday",1899-12-30 08:52:00.000,"Fatal",3,"Bus",0,0,"Foggy","Urban Road","Damaged","Dark","Signals",99,20,"Female","None","No","Straight Road",459,"Jammu and Kashmir"
"Unknown",2021,"June","Tuesday",1899-12-30 10:38:00.000,"Fatal",4,"Auto-Rickshaw",2,5,"Rainy","Urban Road","Dry","Dark","Signs",31,25,"Male","None","No","Straight Road",464,"Kerala"
"Unknown",2022,"September","Monday",1899-12-30 03:56:00.000,"Fatal",5,"Pedestrian",6,0,"Foggy","Urban Road","Under Construction","Dawn","Signals",55,23,"Female","None","No","Straight Road",471,"Kerala"
"Unknown",2018,"February","Saturday",1899-12-30 18:33:00.000,"Fatal",5,"Two-Wheeler",3,3,"Stormy","State Highway","Under Construction","Daylight","Signals",91,40,"Male","None","No","Straight Road",484,"Manipur"
"Unknown",2019,"July","Thursday",1899-12-30 01:37:00.000,"Fatal",4,"Two-Wheeler",1,0,"Rainy","Urban Road","Damaged","Dusk","None",59,35,"Male","None","No","Intersection",531,"Chandigarh"
"Unknown",2018,"June","Wednesday",1899-12-30 06:22:00.000,"Fatal",3,"Cycle",10,2,"Clear","National Highway","Damaged","Dark","None",62,55,"Male","None","Yes","Intersection",569,"Meghalaya"
"Unknown",2022,"January","Saturday",1899-12-30 22:41:00.000,"Fatal",4,"Pedestrian",10,3,"Rainy","National Highway","Under Construction","Dark","Signs",114,22,"Male","None","No","Intersection",571,"Punjab"
"Unknown",2018,"June","Friday",1899-12-30 03:36:00.000,"Fatal",2,"Cycle",9,1,"Rainy","State Highway","Wet","Dark","Signals",98,50,"Female","None","No","Bridge",594,"Goa"
"Unknown",2023,"January","Saturday",1899-12-30 12:32:00.000,"Fatal",1,"Bus",9,5,"Foggy","State Highway","Under Construction","Dawn","Signals",106,38,"Female","None","Yes","Straight Road",651,"Jharkhand"
"Unknown",2020,"February","Tuesday",1899-12-30 22:38:00.000,"Fatal",5,"Pedestrian",4,1,"Hazy","National Highway","Under Construction","Daylight","Police Checkpost",110,57,"Male","None","No","Curve",660,"Jharkhand"
"Unknown",2022,"May","Wednesday",1899-12-30 09:03:00.000,"Fatal",2,"Bus",6,3,"Foggy","National Highway","Dry","Daylight","Signs",53,44,"Female","None","Yes","Bridge",702,"Punjab"
"Unknown",2018,"November","Friday",1899-12-30 05:23:00.000,"Fatal",5,"Truck",9,2,"Stormy","State Highway","Under Construction","Daylight","Police Checkpost",106,47,"Male","None","Yes","Curve",713,"Puducherry"
"Unknown",2023,"March","Friday",1899-12-30 02:21:00.000,"Fatal",3,"Car",2,4,"Hazy","National Highway","Under Construction","Daylight","Signs",31,27,"Male","None","Yes","Straight Road",719,"Nagaland"
"Unknown",2023,"September","Tuesday",1899-12-30 06:46:00.000,"Fatal",4,"Pedestrian",6,0,"Rainy","Urban Road","Damaged","Daylight","Signs",105,45,"Female","None","Yes","Straight Road",732,"Uttarakhand"
"Unknown",2021,"December","Monday",1899-12-30 00:51:00.000,"Fatal",1,"Two-Wheeler",4,4,"Hazy","State Highway","Under Construction","Daylight","None",87,53,"Female","None","No","Intersection",743,"Kerala"
"Unknown",2021,"May","Wednesday",1899-12-30 05:02:00.000,"Fatal",2,"Car",9,2,"Foggy","Urban Road","Under Construction","Dawn","Signs",90,39,"Female","None","No","Intersection",744,"Bihar"
"Unknown",2021,"December","Thursday",1899-12-30 15:01:00.000,"Fatal",1,"Auto-Rickshaw",9,3,"Rainy","Urban Road","Under Construction","Dusk","Signals",69,30,"Male","None","No","Curve",781,"Madhya Pradesh"
"Unknown",2022,"September","Tuesday",1899-12-30 08:08:00.000,"Fatal",4,"Car",6,3,"Rainy","Urban Road","Wet","Daylight","Signs",53,40,"Female","None","Yes","Bridge",810,"Odisha"
"Unknown",2021,"November","Wednesday",1899-12-30 19:51:00.000,"Fatal",3,"Truck",0,3,"Rainy","State Highway","Dry","Dark","Signals",98,24,"Female","None","No","Straight Road",835,"Meghalaya"
"Unknown",2018,"October","Saturday",1899-12-30 13:27:00.000,"Fatal",2,"Cycle",5,1,"Hazy","State Highway","Dry","Dusk","Police Checkpost",81,68,"Female","None","Yes","Bridge",856,"Sikkim"
"Unknown",2018,"January","Thursday",1899-12-30 08:38:00.000,"Fatal",4,"Car",9,3,"Rainy","State Highway","Damaged","Dawn","Signs",88,42,"Female","None","No","Bridge",914,"Odisha"
"Unknown",2022,"February","Wednesday",1899-12-30 03:53:00.000,"Fatal",3,"Car",10,3,"Foggy","National Highway","Under Construction","Daylight","Signs",114,18,"Female","None","No","Intersection",946,"Manipur"
"Unknown",2021,"January","Thursday",1899-12-30 00:49:00.000,"Fatal",1,"Truck",1,4,"Clear","State Highway","Under Construction","Daylight","None",106,41,"Female","None","Yes","Bridge",955,"Kerala"
"Unknown",2019,"December","Tuesday",1899-12-30 08:22:00.000,"Fatal",2,"Cycle",4,1,"Hazy","State Highway","Under Construction","Dark","Signs",63,59,"Male","None","No","Straight Road",963,"Kerala"
"Unknown",2021,"August","Sunday",1899-12-30 06:36:00.000,"Fatal",4,"Two-Wheeler",4,2,"Rainy","Urban Road","Under Construction","Dawn","None",54,28,"Male","None","Yes","Intersection",968,"Madhya Pradesh"
"Unknown",2023,"May","Saturday",1899-12-30 05:08:00.000,"Fatal",5,"Cycle",7,2,"Clear","Urban Road","Dry","Dark","Signs",81,43,"Male","None","Yes","Curve",976,"Tripura"
"Unknown",2020,"June","Thursday",1899-12-30 12:50:00.000,"Fatal",4,"Pedestrian",2,1,"Stormy","Urban Road","Wet","Dusk","Signals",63,24,"Female","None","Yes","Curve",986,"Kerala"
"Unknown",2023,"June","Sunday",1899-12-30 23:53:00.000,"Fatal",3,"Auto-Rickshaw",5,1,"Foggy","National Highway","Under Construction","Dark","None",70,56,"Male","None","Yes","Bridge",998,"Jammu and Kashmir"
"Unknown",2021,"October","Friday",1899-12-30 06:45:00.000,"Fatal",4,"Bus",8,5,"Hazy","State Highway","Under Construction","Dusk","Police Checkpost",92,52,"Female","None","Yes","Straight Road",1006,"Goa"
"Unknown",2022,"March","Friday",1899-12-30 17:14:00.000,"Fatal",3,"Car",5,1,"Hazy","Urban Road","Damaged","Dawn","Police Checkpost",51,56,"Female","None","Yes","Bridge",1007,"Odisha"
"Unknown",2023,"October","Tuesday",1899-12-30 09:18:00.000,"Fatal",1,"Two-Wheeler",1,4,"Hazy","Urban Road","Damaged","Daylight","Signals",50,24,"Male","None","Yes","Straight Road",1014,"Bihar"
"Unknown",2019,"October","Tuesday",1899-12-30 16:04:00.000,"Fatal",3,"Pedestrian",6,3,"Hazy","Urban Road","Wet","Dawn","Signals",41,50,"Female","None","Yes","Intersection",1017,"Kerala"
"Unknown",2022,"November","Tuesday",1899-12-30 13:26:00.000,"Fatal",5,"Auto-Rickshaw",4,5,"Stormy","State Highway","Dry","Dusk","Police Checkpost",68,51,"Female","None","Yes","Curve",1027,"Jammu and Kashmir"
"Unknown",2022,"December","Thursday",1899-12-30 09:50:00.000,"Fatal",3,"Pedestrian",8,1,"Foggy","National Highway","Under Construction","Dusk","None",88,48,"Male","None","No","Bridge",1032,"Meghalaya"
"Unknown",2020,"November","Tuesday",1899-12-30 01:52:00.000,"Fatal",3,"Two-Wheeler",6,2,"Rainy","State Highway","Under Construction","Dark","Signs",116,36,"Male","None","Yes","Bridge",1044,"Mizoram"
"Unknown",2021,"September","Thursday",1899-12-30 21:57:00.000,"Fatal",2,"Auto-Rickshaw",5,5,"Clear","National Highway","Dry","Dusk","Signals",120,43,"Male","None","No","Straight Road",1068,"Telangana"
"Unknown",2018,"May","Saturday",1899-12-30 11:35:00.000,"Fatal",3,"Car",6,4,"Rainy","National Highway","Damaged","Daylight","Police Checkpost",103,52,"Female","None","Yes","Bridge",1090,"Mizoram"
"Unknown",2021,"August","Friday",1899-12-30 03:00:00.000,"Fatal",5,"Bus",1,3,"Foggy","State Highway","Dry","Daylight","None",47,39,"Female","None","Yes","Straight Road",1149,"Puducherry"
"Unknown",2020,"April","Saturday",1899-12-30 00:11:00.000,"Fatal",5,"Car",7,2,"Stormy","Urban Road","Damaged","Dark","None",81,53,"Male","None","Yes","Bridge",1192,"Jharkhand"
"Unknown",2021,"December","Sunday",1899-12-30 22:41:00.000,"Fatal",4,"Cycle",0,3,"Hazy","State Highway","Damaged","Dawn","Signs",39,39,"Male","None","No","Straight Road",1205,"Mizoram"
"Unknown",2021,"December","Wednesday",1899-12-30 06:39:00.000,"Fatal",1,"Pedestrian",0,2,"Clear","State Highway","Damaged","Dawn","Signs",103,67,"Female","None","Yes","Straight Road",1242,"Punjab"
"Unknown",2019,"September","Thursday",1899-12-30 12:40:00.000,"Fatal",5,"Bus",8,0,"Stormy","Urban Road","Under Construction","Daylight","Signs",90,41,"Female","None","Yes","Bridge",1249,"Manipur"
"Unknown",2022,"August","Monday",1899-12-30 04:34:00.000,"Fatal",4,"Bus",10,2,"Stormy","National Highway","Damaged","Dark","Signals",109,27,"Male","None","No","Straight Road",1263,"Puducherry"
"Unknown",2022,"September","Saturday",1899-12-30 06:44:00.000,"Fatal",3,"Two-Wheeler",4,4,"Stormy","National Highway","Dry","Dark","Signs",69,45,"Male","None","No","Bridge",1280,"Himachal Pradesh"
"Unknown",2020,"March","Friday",1899-12-30 20:15:00.000,"Fatal",5,"Two-Wheeler",7,3,"Foggy","State Highway","Under Construction","Dark","None",49,47,"Female","None","No","Bridge",1287,"Jammu and Kashmir"
"Unknown",2018,"November","Saturday",1899-12-30 13:10:00.000,"Fatal",5,"Car",0,4,"Stormy","National Highway","Under Construction","Dusk","None",120,47,"Female","None","No","Straight Road",1310,"Arunachal Pradesh"
"Unknown",2023,"October","Tuesday",1899-12-30 00:15:00.000,"Fatal",4,"Auto-Rickshaw",0,5,"Clear","Urban Road","Dry","Daylight","Police Checkpost",37,33,"Male","None","No","Bridge",1313,"Kerala"
"Unknown",2019,"August","Saturday",1899-12-30 09:08:00.000,"Fatal",3,"Two-Wheeler",6,1,"Rainy","State Highway","Under Construction","Dusk","None",104,22,"Female","None","Yes","Straight Road",1327,"Meghalaya"
"Unknown",2021,"February","Sunday",1899-12-30 01:47:00.000,"Fatal",3,"Pedestrian",10,3,"Stormy","National Highway","Dry","Dusk","Police Checkpost",67,55,"Female","None","No","Intersection",1338,"Puducherry"
"Unknown",2020,"July","Sunday",1899-12-30 17:40:00.000,"Fatal",5,"Car",0,2,"Foggy","Urban Road","Dry","Daylight","None",38,26,"Female","None","Yes","Intersection",1368,"Jharkhand"
"Unknown",2018,"August","Wednesday",1899-12-30 13:30:00.000,"Fatal",2,"Car",0,5,"Foggy","Urban Road","Under Construction","Dark","Signs",114,53,"Male","None","Yes","Bridge",1400,"Mizoram"
"Unknown",2022,"June","Tuesday",1899-12-30 19:09:00.000,"Fatal",1,"Pedestrian",3,0,"Hazy","Urban Road","Damaged","Dusk","None",39,20,"Male","None","Yes","Curve",1419,"Haryana"
"Unknown",2023,"March","Tuesday",1899-12-30 08:29:00.000,"Fatal",5,"Truck",3,0,"Rainy","State Highway","Damaged","Dawn","Police Checkpost",43,64,"Female","None","Yes","Straight Road",1421,"Meghalaya"
"Unknown",2022,"June","Monday",1899-12-30 03:52:00.000,"Fatal",2,"Cycle",2,0,"Stormy","State Highway","Dry","Dawn","Police Checkpost",31,50,"Male","None","Yes","Curve",1436,"Puducherry"
"Unknown",2018,"September","Sunday",1899-12-30 02:28:00.000,"Fatal",1,"Bus",1,1,"Hazy","State Highway","Damaged","Dawn","Signals",34,29,"Male","None","No","Straight Road",1438,"Mizoram"
"Unknown",2020,"February","Wednesday",1899-12-30 18:11:00.000,"Fatal",4,"Cycle",3,4,"Hazy","State Highway","Under Construction","Dawn","None",92,26,"Male","None","Yes","Bridge",1457,"Sikkim"
"Unknown",2022,"January","Monday",1899-12-30 17:34:00.000,"Fatal",2,"Cycle",10,3,"Hazy","Urban Road","Dry","Daylight","None",64,66,"Female","None","No","Intersection",1533,"Manipur"
"Unknown",2019,"December","Monday",1899-12-30 12:15:00.000,"Fatal",3,"Truck",3,2,"Hazy","Urban Road","Under Construction","Dusk","Signs",46,64,"Female","None","Yes","Intersection",1534,"Manipur"
"Unknown",2020,"December","Friday",1899-12-30 01:35:00.000,"Fatal",1,"Car",6,3,"Stormy","State Highway","Dry","Dark","None",56,62,"Female","None","Yes","Straight Road",1558,"Meghalaya"
"Unknown",2018,"September","Tuesday",1899-12-30 15:01:00.000,"Fatal",5,"Bus",0,1,"Stormy","Urban Road","Wet","Dusk","Police Checkpost",37,24,"Female","None","Yes","Straight Road",1579,"Arunachal Pradesh"
"Unknown",2021,"April","Friday",1899-12-30 12:01:00.000,"Fatal",5,"Truck",1,3,"Rainy","State Highway","Wet","Dusk","Police Checkpost",84,51,"Male","None","Yes","Curve",1628,"Goa"
"Unknown",2021,"September","Wednesday",1899-12-30 21:07:00.000,"Fatal",3,"Cycle",3,1,"Foggy","Urban Road","Damaged","Dawn","None",72,51,"Female","None","Yes","Curve",1648,"Puducherry"
"Unknown",2021,"October","Saturday",1899-12-30 06:52:00.000,"Fatal",1,"Truck",2,5,"Hazy","Urban Road","Damaged","Dusk","Signs",37,42,"Female","None","Yes","Bridge",1703,"Assam"
"Unknown",2022,"October","Tuesday",1899-12-30 20:31:00.000,"Fatal",5,"Truck",6,0,"Rainy","State Highway","Under Construction","Daylight","Signals",94,44,"Female","None","Yes","Intersection",1709,"Goa"
"Unknown",2022,"May","Wednesday",1899-12-30 06:36:00.000,"Fatal",4,"Bus",0,0,"Clear","National Highway","Dry","Dark","Signs",91,29,"Female","None","No","Straight Road",1732,"Goa"
"Unknown",2023,"March","Thursday",1899-12-30 14:05:00.000,"Fatal",1,"Car",7,5,"Clear","National Highway","Under Construction","Daylight","None",100,67,"Male","None","Yes","Straight Road",1756,"Goa"
"Unknown",2022,"August","Wednesday",1899-12-30 15:59:00.000,"Fatal",5,"Bus",4,0,"Hazy","Urban Road","Under Construction","Daylight","Signals",35,50,"Male","None","No","Bridge",1757,"Assam"
"Unknown",2021,"January","Thursday",1899-12-30 14:23:00.000,"Fatal",1,"Truck",7,4,"Rainy","State Highway","Dry","Dawn","Signs",114,69,"Female","None","No","Curve",1759,"Arunachal Pradesh"
"Unknown",2021,"February","Friday",1899-12-30 22:52:00.000,"Fatal",1,"Bus",2,5,"Rainy","Urban Road","Dry","Dark","Signs",93,18,"Male","None","No","Straight Road",1766,"Madhya Pradesh"
"Unknown",2018,"March","Thursday",1899-12-30 02:18:00.000,"Fatal",1,"Truck",5,5,"Foggy","Urban Road","Under Construction","Daylight","None",39,60,"Male","None","No","Bridge",1772,"Telangana"
"Unknown",2021,"October","Wednesday",1899-12-30 07:58:00.000,"Fatal",5,"Truck",1,5,"Clear","State Highway","Under Construction","Dusk","Signals",95,62,"Male","None","Yes","Intersection",1788,"Haryana"
"Unknown",2020,"September","Monday",1899-12-30 00:07:00.000,"Fatal",3,"Truck",2,2,"Stormy","State Highway","Under Construction","Dark","Signals",108,61,"Male","None","No","Bridge",1797,"Jharkhand"
"Unknown",2023,"February","Saturday",1899-12-30 01:24:00.000,"Fatal",4,"Bus",7,4,"Clear","Urban Road","Dry","Dark","Signs",74,31,"Male","None","Yes","Bridge",1808,"Meghalaya"
"Unknown",2022,"May","Friday",1899-12-30 03:41:00.000,"Fatal",1,"Pedestrian",9,5,"Foggy","State Highway","Damaged","Daylight","None",49,24,"Male","None","Yes","Bridge",1850,"Manipur"
"Unknown",2020,"February","Tuesday",1899-12-30 21:53:00.000,"Fatal",2,"Bus",5,5,"Clear","Urban Road","Dry","Daylight","Signs",118,54,"Female","None","Yes","Straight Road",1867,"Tripura"
"Unknown",2023,"February","Sunday",1899-12-30 00:50:00.000,"Fatal",2,"Bus",9,4,"Rainy","Urban Road","Under Construction","Dusk","Police Checkpost",69,28,"Female","None","Yes","Bridge",1872,"Chandigarh"
"Unknown",2018,"April","Friday",1899-12-30 15:35:00.000,"Fatal",1,"Bus",1,1,"Rainy","State Highway","Damaged","Dark","Police Checkpost",58,59,"Male","None","Yes","Bridge",1884,"Puducherry"
"Unknown",2020,"April","Monday",1899-12-30 16:38:00.000,"Fatal",2,"Two-Wheeler",8,1,"Clear","National Highway","Dry","Dark","Signals",93,32,"Male","None","No","Bridge",1921,"Manipur"
"Unknown",2021,"November","Tuesday",1899-12-30 21:07:00.000,"Fatal",5,"Bus",9,5,"Foggy","Urban Road","Wet","Dawn","Signals",45,66,"Female","None","Yes","Intersection",1954,"Telangana"
"Unknown",2023,"March","Saturday",1899-12-30 07:47:00.000,"Fatal",5,"Pedestrian",6,3,"Foggy","National Highway","Under Construction","Dawn","Signals",59,42,"Male","None","No","Curve",1961,"Jharkhand"
"Unknown",2018,"December","Friday",1899-12-30 23:26:00.000,"Fatal",5,"Bus",10,2,"Clear","State Highway","Damaged","Dusk","Signals",85,39,"Male","None","Yes","Curve",1963,"Chhattisgarh"
"Unknown",2022,"July","Thursday",1899-12-30 00:49:00.000,"Fatal",1,"Bus",8,5,"Clear","Urban Road","Under Construction","Daylight","None",33,52,"Female","None","No","Curve",2022,"Chhattisgarh"
"Unknown",2020,"November","Wednesday",1899-12-30 02:53:00.000,"Fatal",1,"Two-Wheeler",10,3,"Stormy","National Highway","Wet","Daylight","Signals",33,23,"Female","None","No","Straight Road",2024,"Manipur"
"Unknown",2018,"January","Sunday",1899-12-30 08:45:00.000,"Fatal",3,"Bus",6,2,"Stormy","Urban Road","Damaged","Dawn","None",108,37,"Female","None","Yes","Intersection",2036,"Chhattisgarh"
"Unknown",2023,"July","Thursday",1899-12-30 11:29:00.000,"Fatal",4,"Auto-Rickshaw",0,5,"Clear","National Highway","Wet","Dark","Signs",55,18,"Female","None","Yes","Curve",2037,"Chhattisgarh"
"Unknown",2021,"September","Thursday",1899-12-30 14:12:00.000,"Fatal",1,"Cycle",3,3,"Stormy","National Highway","Wet","Dusk","None",70,67,"Male","None","Yes","Curve",2039,"Tripura"
"Unknown",2022,"October","Sunday",1899-12-30 14:59:00.000,"Fatal",3,"Cycle",3,1,"Clear","State Highway","Damaged","Dawn","None",52,33,"Male","None","No","Curve",2042,"Uttarakhand"
"Unknown",2023,"July","Monday",1899-12-30 02:39:00.000,"Fatal",2,"Car",1,0,"Foggy","State Highway","Wet","Dusk","Signs",116,22,"Female","None","No","Bridge",2058,"Nagaland"
"Unknown",2018,"February","Monday",1899-12-30 15:33:00.000,"Fatal",1,"Bus",8,3,"Stormy","State Highway","Under Construction","Dusk","Police Checkpost",53,63,"Female","None","No","Straight Road",2089,"Goa"
"Unknown",2019,"March","Monday",1899-12-30 03:10:00.000,"Fatal",1,"Bus",1,2,"Clear","Urban Road","Wet","Dark","None",38,36,"Female","None","Yes","Curve",2118,"Uttarakhand"
"Unknown",2022,"August","Monday",1899-12-30 22:19:00.000,"Fatal",1,"Truck",3,3,"Foggy","Urban Road","Damaged","Dawn","Police Checkpost",58,22,"Male","None","No","Curve",2119,"Bihar"
"Unknown",2023,"October","Friday",1899-12-30 23:46:00.000,"Fatal",5,"Cycle",10,3,"Foggy","National Highway","Under Construction","Daylight","Police Checkpost",96,44,"Male","None","No","Intersection",2131,"Mizoram"
"Unknown",2023,"March","Thursday",1899-12-30 17:09:00.000,"Fatal",3,"Pedestrian",10,2,"Hazy","Urban Road","Wet","Dawn","Signs",105,57,"Male","None","Yes","Curve",2143,"Bihar"
"Unknown",2020,"October","Friday",1899-12-30 14:54:00.000,"Fatal",5,"Car",1,3,"Hazy","State Highway","Dry","Dawn","Police Checkpost",116,65,"Female","None","Yes","Intersection",2144,"Telangana"
